,V1_in,V2_in,V3_in,t,V1,V2,V3,I1,I2,I3,ax,ay,az,gx,gy,gz,color
211,-200,-200,-300,8000,-175.3608247,-173.4123711,-253.5773196,0.15295305,0.210996119,0.629289647,0.131310345,-0.228137931,10.58993103,0.013931034,-0.005103448,-0.376068966,lightgreen
212,-200,-300,-300,8000,-177.0309278,-264.4329897,-261.371134,0.111805207,0.451588165,0.483224836,0.120206897,-0.253517241,10.57931034,0.014758621,-0.003241379,-0.445724138,lightgreen
213,-300,-100,-300,8000,-260.257732,-76.82474227,-261.6494845,0.508610806,0.109771231,0.454394602,0.115448276,-0.227517241,10.58841379,0.013310345,-0.005310345,-0.374965517,lightgreen
214,-300,-200,-300,8000,-256.3608247,-175.9175258,-260.5360825,0.483224911,0.147468319,0.399413005,0.118275862,-0.22662069,10.6,0.015793103,-0.003724138,-0.443517241,lightgreen
215,-300,-300,-300,8000,-270,-274.7319588,-270.8350515,0.375430374,0.335629314,0.316239087,0.117103448,-0.236551724,10.59434483,0.017931034,-0.001448276,-0.516482759,lightgreen
1,100,200,100,8000,35.17431193,78.75,35.62886598,0.61755774,1.521367446,0.562074548,0.041527778,-0.233402778,10.55465278,0.002638889,-0.011875,0.065763889,red
2,100,300,100,8000,27,194.5102041,31.5,0.669970234,1.276369455,0.604115727,-0.015416667,-0.258333333,10.56291667,0.003611111,-0.011754386,0.050416667,red
3,200,100,100,8000,121.8715596,18.9,21,0.974069203,0.862813249,0.820512915,0.070902778,-0.237152778,10.55791667,0.004166667,-0.011290323,0.029097222,red
4,200,200,100,8000,115.6788991,98.33944954,40.62385321,1.028103706,1.296103316,0.490366464,0.025972222,-0.256041667,10.56034722,0.006842105,-0.011041667,0.096527778,red
5,200,300,100,8000,124.5963303,200.3944954,54.28723404,0.947124492,1.406345068,0.343618498,0.048541667,-0.213819444,10.55881944,0.004166667,-0.012222222,0.139097222,red
6,300,100,100,8000,227.8899083,12.98076923,14.15533981,0.94958704,0.993046706,0.909749334,0.039305556,-0.298541667,10.54840278,0.005486111,-0.012181818,0.013125,red
7,300,200,100,8000,221.4495413,103.293578,47.8125,1.075184661,1.207881056,0.350861662,0.040833333,-0.252708333,10.56833333,0.003829787,-0.012361111,0.120486111,red
8,300,300,100,8000,220.4587156,201.8807339,61.9266055,1.137186751,1.386499023,0.207880461,0.051944444,-0.205069444,10.55381944,0.000902778,-0.011944444,0.186805556,red
9,100,100,200,8000,25.92,14.05102041,106.0183486,0.788208085,0.898884542,1.224829429,0.101597222,-0.249722222,10.55652778,0.004791667,-0.011111111,0.025138889,red
10,100,200,200,8000,59.24271845,96.91578947,118.1559633,0.272489963,1.16601487,0.985513667,0.068181818,-0.267412587,10.5427972,0.005,-0.012657343,0.136083916,red
11,100,300,200,8000,58.03448276,187.8865979,116.4,0.221681059,1.288942345,0.781742416,0.010972222,-0.245138889,10.54333333,0.001458333,-0.013611111,0.166458333,red
12,200,100,200,8000,124.1009174,43.61538462,115.6788991,0.927132994,0.475590215,1.132550797,0.138888889,-0.250902778,10.55201389,0.002291667,-0.012847222,0.113680556,red
13,200,200,200,8000,123.93,117.9082569,125.0660377,0.807185407,0.905837899,0.806026436,0.027986111,-0.273888889,10.54798611,-0.001052632,-0.015486111,0.189513889,red
14,200,300,200,8000,143.1743119,204.12,148.3761468,0.609735079,1.260031712,0.587425949,0.078263889,-0.254513889,10.5475,0.000277778,-0.015069444,0.257638889,red
15,300,100,200,8000,221.9449541,43.43478261,112.9541284,1.040706915,0.409387001,1.016949288,0.081468531,-0.265244755,10.54363636,0.003496503,-0.012797203,0.129440559,red
16,300,200,200,8000,227.146789,126.4455446,138.2201835,1.051137463,0.811386475,0.713313322,0.055915493,-0.261056338,10.55176056,-0.000784314,-0.014929577,0.237253521,red
17,300,300,200,8000,230.8623853,221.4495413,152.3394495,0.962480153,1.08199326,0.471099435,0.043263889,-0.23375,10.55159722,-0.0028,-0.015555556,0.309583333,red
18,100,100,300,8000,32.96842105,21.85714286,210.3027523,0.671882062,0.791684881,1.207735689,0.072569444,-0.269583333,10.54694444,0.004444444,-0.011597222,0.041666667,red
19,100,200,300,8000,60.89361702,116.4220183,215.2568807,0.247718145,1.115022288,1.232797531,0.021267606,-0.28471831,10.55295775,0.003469388,-0.013591549,0.158169014,red
20,100,300,300,8000,65.88990826,199.1559633,210.0550459,0.15630871,1.290308983,1.151818311,0.019929577,-0.281338028,10.545,-0.00046875,-0.01471831,0.223169014,red
21,200,100,300,8000,122.6146789,37.08791209,202.3761468,0.993046531,0.514703785,1.109662418,0.111958042,-0.278811189,10.5558042,0.003846154,-0.012797203,0.123846154,red
22,200,200,300,8000,134.2568807,114.0291262,193.2110092,0.694770701,0.93712865,0.99869622,0.067622378,-0.253426573,10.55090909,0.002447552,-0.014545455,0.21,red
23,200,300,300,8000,150.6055046,210.5504587,229.8715596,0.471099463,1.214978938,0.945096085,0.020633803,-0.238309859,10.55021127,-0.002112676,-0.015704225,0.302253521,red
24,300,100,300,8000,225.412844,46.66019417,214.5137615,1.032304972,0.387367599,1.205707514,0.06719697,-0.25719697,10.55704545,0.000434783,-0.014469697,0.200378788,red
25,300,200,300,8000,231.3577982,142.9266055,229.3761468,0.899608831,0.613356667,0.94944235,0.081736111,-0.232083333,10.56805556,-0.002291667,-0.016388889,0.311944444,red
26,300,300,300,8000,243.4954128,229.3761468,238.7889908,0.755179114,0.968564328,0.796320611,0.075069444,-0.242083333,10.56090278,-0.003958333,-0.016805556,0.389583333,red
32,-200,300,100,8000,-125.3394495,197.9174312,16.53061224,0.978849718,1.420831729,0.915254305,0.110294118,-0.216985294,10.56919118,0.004852941,-0.011470588,0.010073529,red
35,-300,300,100,8000,-232.1009174,195.6880734,12.34285714,0.929595746,1.411850322,1.018253136,0.056458333,-0.230902778,10.54298611,0.005555556,-0.011736111,0.001527778,red
37,-100,200,200,8000,-11.7961165,94.37614679,104.7798165,1.066058,1.368390904,1.241199723,-0.010763889,-0.264861111,10.55131944,0.002847222,-0.01125,0.072083333,red
38,-100,300,200,8000,-13.5,198.412844,112.4587156,0.999710537,1.42706035,1.057800904,0.029027778,-0.267986111,10.55444444,0.003611111,-0.011805556,0.087291667,red
40,-200,200,200,8000,-113.6972477,100.5688073,108.2477064,1.095610644,1.260901379,1.165435655,0.064583333,-0.249930556,10.55006944,0.003194444,-0.011111111,0.072291667,red
41,-200,300,200,8000,-117.6605505,200.8899083,108.2477064,1.080110294,1.375923616,1.053165565,0.0275,-0.281805556,10.53972222,0.003194444,-0.012916667,0.093194444,red
43,-300,200,200,8000,-220.4587156,91.1559633,103.0458716,1.00840226,1.305084854,1.179921905,0.073402778,-0.24625,10.56013889,0.002847222,-0.010138889,0.071111111,red
44,-300,300,200,8000,-221.9449541,198.412844,104.3653846,1.038968548,1.386209006,1.101694712,0.012430556,-0.270069444,10.55680556,0.003402778,-0.012986111,0.083819444,red
46,-100,200,300,8000,-14.4,99.08256881,205.5963303,0.98638287,1.237288203,1.259597232,0.078169014,-0.196690141,10.54866197,0.002253521,-0.011760563,0.09443662,red
47,-100,300,300,8000,-15,204.853211,221.6972477,0.869766763,1.353903729,1.056786893,0.064305556,-0.212708333,10.571875,0.001071429,-0.012013889,0.161458333,red
49,-200,200,300,8000,-125.3394495,96.85321101,210.5504587,0.928292023,1.322903322,1.241199503,0.085069444,-0.266458333,10.55770833,0.003541667,-0.011041667,0.078680556,red
50,-200,300,300,8000,-115.9266055,200.8899083,215.0091743,1.059249316,1.321454972,1.138925271,0.094027778,-0.214375,10.55125,0.001458333,-0.011597222,0.153472222,red
52,-300,200,300,8000,-221.2018349,96.85321101,218.7247706,1.083441876,1.271766175,1.095030893,0.076153846,-0.186573427,10.56258741,0.003916084,-0.011468531,0.079440559,red
53,-300,300,300,8000,-220.4587156,200.8899083,216.7431193,1.07011465,1.334057887,1.070404051,0.073402778,-0.210833333,10.54388889,0.001666667,-0.0125,0.137777778,red
66,200,-100,200,8000,118.8990826,-9,93.3853211,0.821527164,0.969868317,1.253368034,0.050819672,-0.226065574,10.53852459,0.004754098,-0.010491803,0.036557377,red
67,200,-200,200,8000,115.9266055,-80.00917431,106.7614679,1.043459492,1.542662661,1.12950904,0.068402778,-0.217361111,10.54548611,0.00375,-0.012569444,0.053402778,red
68,200,-300,200,8000,121.8715596,-196.9266055,99.08256881,0.945820785,1.370708305,1.22787191,0.042016129,-0.266451613,10.55879032,0.004516129,-0.00983871,0.046209677,red
69,300,-100,200,8000,209.8073394,-10.25316456,91.05882353,1.038968576,0.997247837,1.183253633,0.110629371,-0.273636364,10.55853147,0.004685315,-0.011538462,0.042727273,red
70,300,-200,200,8000,225.412844,-98.33944954,105.5229358,0.987251774,1.284659237,1.205852825,0.115463918,-0.250927835,10.56061856,0.004948454,-0.008556701,0.048659794,red
71,300,-300,200,8000,226.6513761,-201.1376147,107.7522936,1.009271322,1.408807797,1.196292034,0.086736111,-0.240277778,10.57541667,0.005277778,-0.010416667,0.03875,red
76,200,-200,300,8000,122.1192661,-83.47706422,213.2752294,0.971606542,1.490946124,1.161813395,0.0775,-0.299166667,10.58958333,0.004375,-0.011944444,0.073402778,red
77,200,-300,300,8000,121.6238532,-187.7614679,211.293578,0.916992475,1.550919661,1.167608277,0.071258741,-0.29993007,10.56979021,0.005034965,-0.011118881,0.076363636,red
78,300,-100,300,8000,220.4587156,-14.65714286,213.6263736,1.052875695,0.889758045,1.183253667,0.092086331,-0.29618705,10.55258993,0.004820144,-0.012805755,0.094172662,red
79,300,-200,300,8000,226.8990826,-91.65137615,212.2844037,1.030856181,1.422859322,1.217876701,0.113472222,-0.251666667,10.54708333,0.004236111,-0.010347222,0.114861111,red
80,300,-300,300,8000,222.440367,-194.9449541,206.0917431,1.035057175,1.439519463,1.187889271,0.115555556,-0.223055556,10.545,0.004444444,-0.012986111,0.102569444,red
85,200,200,-100,8000,107.5045872,87.44036697,-9.911392405,1.171664475,1.499348514,1.081269192,0.073142857,-0.154428571,10.54692857,0.006285714,-0.012714286,0.018857143,red
86,200,300,-100,8000,111.4678899,191.2293578,-13.62385321,1.131102323,1.477329136,0.997537311,0.073333333,-0.1875,10.54847222,0.005138889,-0.010902778,0.048194444,red
88,300,200,-100,8000,217.2385321,92.64220183,-11.52439024,1.148920847,1.404172305,1.067797051,0.055633803,-0.169647887,10.55366197,0.005774648,-0.011408451,0.020422535,red
89,300,300,-100,8000,211.0458716,185.5321101,-11.41237113,1.141532695,1.429668407,0.992032542,0.0925,-0.153611111,10.55701389,0.006805556,-0.011180556,0.056180556,red
94,200,200,-200,8000,103.5412844,75.55045872,-102.0550459,1.13544865,1.514848299,1.201506689,0.059722222,-0.169791667,10.549375,0.006111111,-0.013819444,0.030902778,red
95,200,300,-200,8000,109.9816514,184.5412844,-103.5412844,1.112849424,1.559611582,1.171374706,0.078611111,-0.146805556,10.56402778,0.006180556,-0.011597222,0.065416667,red
97,300,200,-200,8000,211.293578,80.25688073,-102.0550459,1.214110034,1.535274802,1.197450384,0.081180556,-0.180486111,10.54645833,0.006597222,-0.012569444,0.036597222,red
98,300,300,-200,8000,214.0183486,187.266055,-102.7981651,1.203679119,1.510502486,1.192525062,0.072847222,-0.132638889,10.55958333,0.006875,-0.014444444,0.091736111,red
103,200,200,-300,8000,106.266055,86.94495413,-204.6055046,1.132986011,1.378241412,1.252644141,0.048611111,-0.207777778,10.54625,0.006944444,-0.012222222,0.0175,red
104,200,300,-300,8000,88.82242991,176.3669725,-203.1192661,1.183833091,1.497464734,1.129364203,0.069097222,-0.159236111,10.53611111,0.005416667,-0.011458333,0.059027778,red
106,300,200,-300,8000,204.1100917,79.26605505,-218.4770642,1.280602802,1.492539802,1.070838774,0.098881119,-0.160909091,10.5520979,0.006083916,-0.012237762,0.048881119,red
107,300,300,-300,8000,208.3211009,191.9724771,-213.5229358,1.242068508,1.477039175,1.180211853,0.100069444,-0.140763889,10.55486111,0.006805556,-0.010416667,0.098958333,red
112,-200,-200,100,8000,-112.706422,-84.71559633,15.12,1.131537,1.494422701,0.971896565,0.099444444,-0.185833333,10.56777778,0.001714286,-0.00880597,-0.064652778,red
113,-200,-300,100,8000,-120.6330275,-186.7706422,13.89320388,0.991597904,1.596987085,0.908010864,0.104236111,-0.189166667,10.55111111,0.007847222,-0.009384615,-0.098819444,red
115,-300,-200,100,8000,-199.8990826,-81.99082569,7.147058824,1.079096085,1.377951503,0.917717124,0.11972028,-0.208251748,10.55916084,0.006573427,-0.01041958,-0.061188811,red
116,-300,-300,100,8000,-214.7727273,-171.8181818,15.72151899,1.027639001,1.443382944,0.862179361,0.093958333,-0.171736111,10.55444444,0.007013889,-0.009375,-0.114236111,red
121,-200,-200,200,8000,-113.9449541,-75.30275229,108.4954128,1.068810661,1.54990591,1.078806384,0.095734266,-0.17951049,10.56,0.007132867,-0.010629371,-0.052097902,red
122,-200,-300,200,8000,-120.1376147,-182.559633,102.5504587,0.981312678,1.580616949,1.153266944,0.139444444,-0.174166667,10.54847222,0.007777778,-0.011527778,-0.096666667,red
124,-300,-200,200,8000,-215.2568807,-82.23853211,107.2568807,1.098507616,1.435317888,1.061567509,0.103333333,-0.178680556,10.55805556,0.0075,-0.012638889,-0.062430556,red
125,-300,-300,200,8000,-216.4954128,-186.7706422,106.266055,1.071563243,1.463421503,1.105606107,0.128333333,-0.154444444,10.54826389,0.009097222,-0.011944444,-0.126388889,red
130,-200,-200,300,8000,-120.1376147,-83.2293578,218.4770642,1.008257328,1.488048898,1.104157492,0.088050847,-0.225847458,10.54144068,0.006779661,-0.009830508,-0.032288136,red
131,-200,-300,300,8000,-120.3853211,-182.0642202,217.4862385,0.997247582,1.58771548,1.145878797,0.078541667,-0.194444444,10.53819444,0.006597222,-0.010763889,-0.076805556,red
133,-300,-200,300,8000,-207.5943396,-77.72727273,212.9719626,1.060553316,1.434448859,1.042445041,0.113333333,-0.194375,10.54861111,0.0075,-0.009166667,-0.072083333,red
134,-300,-300,300,8000,-221.2018349,-184.5412844,201.1376147,1.059105006,1.485585605,1.115167175,0.131041667,-0.188333333,10.55722222,0.007986111,-0.008611111,-0.124166667,red
148,200,-200,-200,8000,-126.3302752,78.7706422,-112.9541284,0.901347435,1.544980497,1.10517165,0.021048951,-0.236223776,10.55146853,0,-0.011118881,-0.054405594,red
149,200,-300,-200,8000,-114.9357798,189.7431193,-112.4587156,1.151238684,1.50804,1.080399712,0.056805556,-0.258194444,10.54055556,0.007777778,-0.009236111,-0.073958333,red
150,300,-100,-200,8000,-224.1743119,12.42,-110.9724771,1.050268141,1.044038825,1.094596492,0.068680556,-0.233819444,10.57847222,0.000588235,-0.009236111,-0.051388889,red
151,300,-200,-200,8000,-222.6880734,99.82568807,-114.9357798,1.145154294,1.281037198,1.052296102,0.057569444,-0.241944444,10.57472222,0.008194444,-0.006388889,-0.082013889,red
152,300,-300,-200,8000,-214.266055,193.2110092,-117.9082569,1.209908525,1.460089994,1.046646571,0.036458333,-0.225625,10.57111111,0.008472222,-0.007916667,-0.078472222,red
156,200,-100,-300,8000,-114.1926606,14.11926606,-222.1926606,1.143705424,0.99377126,1.063015904,0.048958333,-0.310138889,10.56138889,0.007569444,-0.007430556,-0.069027778,red
157,200,-200,-300,8000,-112.9541284,90.16513761,-216.9908257,1.093582458,1.409966881,1.115601881,0.007902098,-0.301538462,10.55545455,0.008391608,-0.007272727,-0.086153846,red
158,200,-300,-300,8000,-116.9174312,191.2293578,-213.5229358,1.069390119,1.443430508,1.201506215,0.013541667,-0.285763889,10.55611111,0.006938776,-0.010277778,-0.088263889,red
159,300,-100,-300,8000,-221.2018349,13.87155963,-216.4954128,1.16166891,0.933796729,1.122410571,0.038541667,-0.300138889,10.54784722,0.008727273,-0.006597222,-0.103055556,red
160,300,-200,-300,8000,-218.4770642,88.43119266,-217.9816514,1.136317497,1.301752881,1.066492876,0.035138889,-0.25875,10.55263889,0.010972222,-0.007013889,-0.128958333,red
161,300,-300,-300,8000,-217.733945,195.440367,-212.7798165,1.144140119,1.38968548,1.121396514,0.060069444,-0.254375,10.54423611,0.01125,-0.007777778,-0.111388889,red
167,-200,300,-100,8000,118.4036697,-207.3302752,-14.78571429,1.086483616,1.261191034,1.003332294,0.073732394,-0.227253521,10.56443662,0.005352113,-0.01,-0.017605634,red
172,-100,200,-200,8000,12.11214953,-90.90825688,-110.2293578,1.018108192,1.462842525,1.137910819,0.062366412,-0.245496183,10.54900763,0.007175573,-0.009389313,-0.058769231,red
173,-100,300,-200,8000,12.10344828,-205.5963303,-120.3853211,1.108938192,1.321889266,1.04925422,0.039084507,-0.241197183,10.56126761,0.006971831,-0.009647887,-0.023943662,red
175,-200,200,-200,8000,112.2110092,-95.86238532,-111.2201835,1.124004164,1.369114825,1.148486605,0.092847222,-0.241875,10.54923611,0.007638889,-0.010347222,-0.072361111,red
176,-200,300,-200,8000,116.4220183,-193.2110092,-108.4954128,1.014486045,1.383166706,1.100680972,0.060972222,-0.232291667,10.54097222,0.008472222,-0.011458333,-0.065138889,red
178,-300,200,-200,8000,229.1284404,-84.71559633,-110.7247706,0.95538161,1.431551153,1.098942599,0.035804196,-0.259300699,10.54531469,0.007412587,-0.011328671,-0.049020979,red
179,-300,300,-200,8000,226.1559633,-189.7431193,-107.0091743,1.007098463,1.457482599,1.170215729,0.116503497,-0.163916084,10.54461538,0.007202797,-0.010699301,-0.087342657,red
181,-100,200,-300,8000,12.13483146,-111.9633028,-226.8990826,1.072722463,1.151528006,1.035057316,0.089370629,-0.185804196,10.56034965,0.005734266,-0.00979021,-0.025034965,red
182,-100,300,-300,8000,14.36697248,-193.9541284,-214.5137615,0.973924594,1.415761662,1.089381786,0.096180556,-0.226805556,10.59451389,0.006597222,-0.009652778,-0.062222222,red
184,-200,200,-300,8000,120.3853211,-85.70642202,-210.3027523,0.877589441,1.434303842,1.119947881,0.116170213,-0.252624113,10.55262411,0.007801418,-0.010567376,-0.056666667,red
185,-200,300,-300,8000,115.1834862,-204.3577982,-217.733945,1.035347062,1.266551102,1.08836735,0.026875,-0.175972222,10.55319444,0.007361111,-0.009791667,-0.100763889,red
187,-300,200,-300,8000,226.4036697,-100.5688073,-223.6788991,1.03389822,1.251919695,1.086194356,0.133333333,-0.184861111,10.55916667,0.006180556,-0.009166667,-0.055625,red
188,-300,300,-300,8000,227.3944954,-194.6972477,-216,0.990583785,1.438794898,1.160655141,0.084375,-0.222361111,10.560625,0.008680556,-0.009444444,-0.092777778,red
199,-100,-200,-200,8000,-45.98901099,-95.29411765,-111.2201835,0.36641323,1.120961929,0.953932928,0.095902778,-0.250486111,10.55618056,0.007333333,-0.009444444,-0.123402778,red
200,-100,-300,-200,8000,-53.06896552,-181.3211009,-100.44,0.279835175,1.134434456,0.890837898,0.132086331,-0.212589928,10.53820144,0.008345324,-0.008417266,-0.155539568,red
201,-200,-100,-200,8000,-117.412844,-35.90425532,-114.440367,1.04360421,0.560336181,1.071707972,0.076388889,-0.247569444,10.54513889,0.004444444,-0.008194444,-0.127152778,red
202,-200,-200,-200,8000,-131.2844037,-122.8623853,-130.0458716,0.838620881,0.947269266,0.779661249,0.11443662,-0.283521127,10.53908451,0.010909091,-0.007676056,-0.218732394,red
203,-200,-300,-200,8000,-138.9633028,-191.9724771,-132.9428571,0.646530684,1.199913186,0.620020509,0.102638889,-0.266805556,10.55069444,0.01125,-0.008125,-0.257152778,red
204,-300,-100,-200,8000,-218.9724771,-42.30927835,-119.8899083,1.153556638,0.489062706,0.97957396,0.064652778,-0.27,10.54645833,0.008611111,-0.009097222,-0.147569444,red
205,-300,-200,-200,8000,-225.9082569,-126.0825688,-143.1743119,1.062436667,0.818919328,0.651166441,0.08625,-0.277638889,10.54972222,0.01047619,-0.007847222,-0.250972222,red
206,-300,-300,-200,8000,-236.8073394,-221.4495413,-151.8440367,0.913081215,1.131392068,0.499637791,0.074930556,-0.261805556,10.55125,0.014230769,-0.006180556,-0.315763889,red
207,-100,-100,-300,8000,-22.09090909,-13.63636364,-224.4220183,0.83340569,0.904968537,1.052441034,0.065625,-0.284791667,10.53986111,0.007013889,-0.01137931,-0.043125,red
208,-100,-200,-300,8000,-53.49056604,-102.7981651,-213.2752294,0.315369837,1.233376831,1.198609548,0.080638298,-0.265744681,10.5487234,0.008974359,-0.009432624,-0.152340426,red
209,-100,-300,-300,8000,-55.73394495,-198.412844,-213.5229358,0.333622901,1.361727062,1.187744412,0.055833333,-0.25625,10.54902778,0.0075,-0.009930556,-0.173055556,red
210,-200,-100,-300,8000,-117.9082569,-38.64220183,-217.4862385,1.039837526,0.522961073,1.063160898,0.078098592,-0.291267606,10.55309859,0.007446809,-0.008239437,-0.142957746,red
211,-200,-200,-300,8000,-129.6,-116.1325301,-213.0275229,0.724033232,0.931913571,1.029697605,0.075433071,-0.247007874,10.55456693,0.009444444,-0.007322835,-0.221338583,red
212,-200,-300,-300,8000,-148.8715596,-216.7431193,-229.3761468,0.518470175,1.18426774,0.989859294,0.113286713,-0.225804196,10.55818182,0.010979021,-0.006853147,-0.317132867,red
213,-300,-100,-300,8000,-223.9266055,-54,-222.6880734,1.09445139,0.339272572,1.069245238,0.052727273,-0.231818182,10.55062937,0.012264151,-0.006083916,-0.231048951,red
214,-300,-200,-300,8000,-233.587156,-142.4311927,-233.8348624,0.987976232,0.654498226,0.94640009,0.085486111,-0.239513889,10.57083333,0.012569444,-0.008541667,-0.327638889,red
215,-300,-300,-300,8000,-243.4954128,-226.6513761,-243,0.810807,0.985079073,0.784731508,0.093194444,-0.254583333,10.55638889,0.013888889,-0.004513889,-0.401041667,red
