,V1_in,V2_in,V3_in,t,V1,V2,V3,I1,I2,I3,ax,ay,az,gx,gy,gz,color
64,100,-200,200,8000,66.80412371,-141.4020619,138.6185567,0.14300281,0.672152289,0.714249428,0.173793103,-0.233862069,10.57793103,0.004965517,-0.013655172,0.023172414,lightgreen
65,100,-300,200,8000,65.96907216,-246.6185567,138.0618557,0.188293029,0.71526998,0.659471684,6.90E-05,-0.162551724,10.55703448,0.01337931,-0.002551724,-0.057793103,lightgreen
66,200,-100,200,8000,156.7113402,-37.8556701,144.4787234,0.455542711,0.56933296,0.4601351,0.037310345,-0.254827586,10.56662069,0.002068966,-0.012827586,0.154,lightgreen
67,200,-200,200,8000,152.5360825,-137.5051546,149.4742268,0.440713209,0.660095514,0.417144837,0.09062069,-0.290896552,10.56262069,0.00262069,-0.010758621,0.088068966,lightgreen
68,200,-300,200,8000,157.8247423,-248.8453608,154.2061856,0.422375144,0.700982393,0.41472107,0.053586207,-0.266758621,10.57082759,0.005448276,-0.01137931,0.022827586,lightgreen
69,300,-100,200,8000,247.1752577,-37.20731707,172.2989691,0.743972632,0.584385831,0.166092462,0.037586207,-0.234137931,10.55786207,0.000827586,-0.014344828,0.214344828,lightgreen
70,300,-200,200,8000,253.5773196,-140.5670103,171.742268,0.682102493,0.64714907,0.226814466,0.020965517,-0.254068966,10.55468966,0.003172414,-0.01337931,0.144275862,lightgreen
71,300,-300,200,7794.26,254.4123711,-253.5773196,168.9587629,0.62507992,0.665901433,0.236764697,0.002553191,-0.237375887,10.54326241,0.006312057,-0.004468085,0.074822695,lightgreen
72,100,-100,300,8000,77.65979381,-38.96907216,233.5360825,0.098544624,0.513203234,0.860313961,0.131655172,-0.248758621,10.55393103,0.003586207,-0.01262069,0.145034483,lightgreen
73,100,-200,300,8000,73.48453608,-144.742268,238.5463918,0.102051206,0.61500209,0.806735687,0.037361111,-0.278263889,10.54423611,0.002291667,-0.010902778,0.085555556,lightgreen
74,100,-300,300,8000,68.4742268,-246.8969072,246.3402062,0.138382118,0.656333826,0.734277547,-0.007862069,-0.252275862,10.55144828,0.004896552,-0.008896552,0.020068966,lightgreen
75,200,-100,300,8000,173.6907216,-41.90625,248.2886598,0.182038358,0.49942595,0.723306791,0.000413793,-0.248137931,10.5522069,-0.001034483,-0.013034483,0.214344828,lightgreen
76,200,-200,300,8000,174.2474227,-140.8453608,247.1752577,0.207806927,0.641153378,0.712335985,-0.042758621,-0.278,10.54510345,0.002689655,-0.011793103,0.147310345,lightgreen
77,200,-300,300,8000,170.3505155,-249.9587629,251.0721649,0.218660774,0.655168005,0.649848559,0.146482759,-0.259655172,10.5617931,0.005310345,-0.012206897,0.08337931,lightgreen
78,300,-100,300,8000,258.5876289,-36.66315789,260.257732,0.460390229,0.505038926,0.466258378,-0.010206897,-0.252275862,10.54641379,-0.000689655,-0.013793103,0.279103448,lightgreen
79,300,-200,300,8000,257.1958763,-141.1237113,258.0309278,0.423143914,0.596955303,0.456622733,0.068482759,-0.238482759,10.55,0.002206897,-0.014,0.211655172,lightgreen
80,300,-300,300,8000,266.3814433,-251.9072165,264.9896907,0.418930847,0.640005229,0.44036216,0.064357143,-0.201,10.54592857,0.0075,-0.006714286,0.147714286,lightgreen
81,100,100,-100,8000,37.6875,38.35227273,-23.44736842,0.479061961,0.412051168,0.717139043,0.100137931,-0.181931034,10.54772414,0.006206897,-0.010482759,0.028551724,lightgreen
82,100,200,-100,8000,54,144.4639175,-35.90721649,0.346217394,0.626483179,0.621125383,0.083103448,-0.237517241,10.55455172,0.003241379,-0.013310345,0.08862069,lightgreen
83,100,300,-100,8000,57.64044944,242.7216495,-35.06896552,0.299970612,0.653570613,0.567599234,0.041103448,-0.231172414,10.55924138,0.001103448,-0.012275862,0.14462069,lightgreen
84,200,100,-100,8000,135.8350515,64.29896907,-25.60824742,0.807373498,0.199770199,0.737862975,0.08,-0.133310345,10.55772414,0.001931034,-0.010896552,0.083724138,lightgreen
85,200,200,-100,8000,150.8659794,151.4226804,-28.94845361,0.545860522,0.50822807,0.733256955,0.123034483,-0.187517241,10.55668966,-0.000551724,-0.013517241,0.154344828,lightgreen
86,200,300,-100,8000,161.7216495,250.2371134,-34.51546392,0.382701698,0.642939358,0.661691761,0.050344828,-0.218965517,10.56041379,-0.002137931,-0.012275862,0.224689655,lightgreen
87,300,100,-100,8000,239.9381443,68.75257732,-31.45360825,0.833907527,0.156319008,0.681847388,0.073931034,-0.167172414,10.56124138,0.000896552,-0.012206897,0.151241379,lightgreen
88,300,200,-100,8000,239.1030928,163.9484536,-32.68421053,0.733169039,0.278308841,0.653432823,0.086413793,-0.15,10.56,-0.001931034,-0.011586207,0.214413793,lightgreen
89,300,300,-100,8000,253.2989691,251.628866,-30.0375,0.513357561,0.52964326,0.651654136,0.102206897,-0.192758621,10.55151724,-0.003310345,-0.014758621,0.286551724,lightgreen
90,100,100,-200,8000,39.24742268,43.1443299,-130.5463918,0.496491871,0.459114587,0.832249129,0.088896552,-0.154,10.53862069,0.006344828,-0.009586207,-0.036551724,lightgreen
91,100,200,-200,8000,42.3,143.0721649,-126.0927835,0.392504766,0.578112764,0.804311837,0.121310345,-0.138551724,10.54593103,0.00537931,-0.009103448,0.038413793,lightgreen
92,100,300,-200,8000,53.02409639,239.3814433,-128.1789474,0.309241804,0.583620464,0.685831548,0.084068966,-0.142,10.55972414,-0.001448276,-0.011172414,0.098206897,lightgreen
93,200,100,-200,8000,133.6082474,60.75,-125.257732,0.779818975,0.244035996,0.826508573,0.09737931,-0.193931034,10.538,0.008344828,-0.009586207,0.014758621,lightgreen
94,200,200,-200,8000,151.1443299,151.9793814,-131.3814433,0.523408637,0.502487538,0.793596224,0.091103448,-0.182482759,10.54434483,0.006206897,-0.011103448,0.089586207,lightgreen
95,200,300,-200,8000,156.4329897,249.6804124,-134.7216495,0.364628345,0.627537573,0.715014852,0.052413793,-0.213103448,10.53882759,-1.91E-19,-0.011862069,0.155931034,lightgreen
96,300,100,-200,8000,242.1649485,66.80412371,-130.8247423,0.77981904,0.196963709,0.764638583,-0.013103448,-0.182758621,10.53158621,0.003793103,-0.010482759,0.088689655,lightgreen
97,300,200,-200,8000,241.0515464,162,-126.6494845,0.73236407,0.303311224,0.763362812,0.051793103,-0.215448276,10.52903448,0.000758621,-0.013724138,0.156551724,lightgreen
98,300,300,-200,8000,256.0824742,254.4123711,-126.9278351,0.511250643,0.499607553,0.796626311,0.109862069,-0.211103448,10.52524138,-0.001931034,-0.013103448,0.225517241,lightgreen
99,100,100,-300,8000,36.84375,46.37647059,-228.8041237,0.453965692,0.370459241,0.853794541,0.027862069,-0.218,10.52965517,0.006758621,-0.008689655,-0.088275862,lightgreen
100,100,200,-300,8000,48.10344828,140.8453608,-234.9278351,0.413410017,0.579278016,0.827563957,0.02184,-0.13384,10.544,0.00624,-0.008,-0.02856,lightgreen
101,100,300,-300,8000,50.93814433,248.8453608,-239.9381443,0.346991153,0.658630065,0.8027811,0.043241379,-0.172275862,10.54724138,0.003724138,-0.012068966,0.043793103,lightgreen
102,200,100,-300,8000,138.8969072,62.07216495,-237.1546392,0.720755433,0.244035998,0.85291493,0.048413793,-0.145793103,10.53034483,0.006137931,-0.01,-0.034206897,lightgreen
103,200,200,-300,8000,146.9690722,152.5360825,-238.5463918,0.528766468,0.479109655,0.850618687,0.070137931,-0.192827586,10.52793103,0.004827586,-0.010689655,0.02862069,lightgreen
104,200,300,-300,8000,144.185567,237.1546392,-224.3505155,0.423940405,0.587064838,0.763872961,0.066758621,-0.189103448,10.54103448,0.000482759,-0.015034483,0.098758621,lightgreen
105,300,100,-300,8000,231.5876289,55.51685393,-228.5257732,0.762925608,0.217569228,0.779629757,0.069793103,-0.151241379,10.53758621,0.005241379,-0.010689655,0.034482759,lightgreen
106,300,200,-300,8000,236.8762887,141.1237113,-225.4639175,0.680954386,0.354910811,0.819427456,0.047586207,-0.157241379,10.534,-0.000551724,-0.01262069,0.099103448,lightgreen
107,300,300,-300,8000,258.5876289,261.0927835,-240.2164948,0.556193478,0.529404254,0.832759303,0.141103448,-0.212206897,10.51931034,-0.006275862,-0.019862069,0.144896552,lightgreen
108,-100,-100,100,8000,-40.91752577,-42.06315789,26.4,0.561678925,0.519581597,0.787090348,0.116758621,-0.201448276,10.5697931,0.006689655,-0.010896552,-0.043517241,lightgreen
109,-100,-200,100,8000,-54.3253012,-143.0721649,30.34020619,0.34481415,0.671897144,0.711315438,0.054758621,-0.235448276,10.55434483,0.009172414,-0.009448276,-0.112137931,lightgreen
110,-100,-300,100,8000,-57.6185567,-241.3298969,36,0.30412022,0.707743448,0.625207498,0.087931034,-0.215241379,10.55248276,0.010137931,-0.010137931,-0.168827586,lightgreen
111,-200,-100,100,8000,-133.6082474,-61.51546392,27.85263158,0.824467473,0.229548023,0.73580829,0.078,-0.212068966,10.54468966,0.009310345,-0.009931034,-0.104,lightgreen
112,-200,-200,100,8000,-151.9793814,-152.5360825,30.89690722,0.563975119,0.511417313,0.70110995,0.072344828,-0.192413793,10.56268966,0.009655172,-0.007310345,-0.174275862,lightgreen
113,-200,-300,100,8000,-159.7731959,-237.1546392,34.67045455,0.353977417,0.698941319,0.615516278,0.120827586,-0.235103448,10.55406897,0.009103448,-0.008344828,-0.232068966,lightgreen
114,-300,-100,100,8000,-232.9793814,-62.52631579,29.61290323,0.831228523,0.195743941,0.663732826,0.087103448,-0.180482759,10.55213793,0.008827586,-0.009034483,-0.162965517,lightgreen
115,-300,-200,100,8000,-242.443299,-165.8969072,25.74418605,0.775991926,0.286643466,0.734149926,0.088275862,-0.184413793,10.55855172,0.009724138,-0.006965517,-0.23337931,lightgreen
116,-300,-300,100,8000,-258.8659794,-256.0824742,29.7,0.552238891,0.513330791,0.708253821,0.083103448,-0.217103448,10.53889655,0.011793103,-0.008275862,-0.304137931,lightgreen
117,-100,-100,200,8000,-40.08247423,-43.97938144,125.257732,0.499298348,0.436922951,0.857507438,0.084413793,-0.156689655,10.54710345,0.006206897,-0.00937931,0.01062069,lightgreen
118,-100,-200,200,8000,-46.81914894,-143.9072165,131.9381443,0.374664891,0.636050711,0.78339091,0.143241379,-0.150413793,10.54889655,0.006,-0.011241379,-0.04937931,lightgreen
119,-100,-300,200,8000,-55.86206897,-247.4536082,133.8865979,0.316111535,0.665773915,0.731598588,0.176,-0.216,10.54655172,0.006965517,-0.009793103,-0.115517241,lightgreen
120,-200,-100,200,8000,-127.96875,-57.4137931,131.3814433,0.749840773,0.269631171,0.789535509,0.102413793,-0.291793103,10.52848276,0.004068966,-0.012827586,-0.033655172,lightgreen
121,-200,-200,200,8000,-142.7938144,-144.742268,125.257732,0.521893585,0.47710623,0.792320558,0.060275862,-0.167793103,10.54841379,0.006068966,-0.008827586,-0.104551724,lightgreen
122,-200,-300,200,8000,-156.7113402,-253.0206186,135.8350515,0.416634582,0.665136035,0.790534652,0.064965517,-0.198896552,10.55075862,0.008827586,-0.008206897,-0.173034483,lightgreen
123,-300,-100,200,8000,-229.0824742,-59.28865979,122.7525773,0.772231358,0.183786102,0.759667499,0.057655172,-0.238965517,10.51986207,0.003655172,-0.008827586,-0.105241379,lightgreen
124,-300,-200,200,8000,-233.814433,-159.4948454,126.0927835,0.770506507,0.289209739,0.845388433,0.036206897,-0.177862069,10.55627586,0.010827586,-0.008206897,-0.16462069,lightgreen
125,-300,-300,200,8000,-250.5154639,-253.0206186,129.9896907,0.553259439,0.488327607,0.753922872,0.106344828,-0.192344828,10.53917241,0.009310345,-0.008,-0.236827586,lightgreen
126,-100,-100,300,8000,-39.61956522,-45.84375,237.9896907,0.47199891,0.428370796,0.843092493,0.042551724,-0.180965517,10.53055172,0.001655172,-0.011586207,0.079517241,lightgreen
127,-100,-200,300,8000,-48.98969072,-48.98969072,241.3298969,0.381170897,0.555683179,0.809924737,0.03893617,-0.16070922,10.54382979,0.003971631,-0.009361702,0.01070922,lightgreen
128,-100,-300,300,8000,-49.09090909,-245.7835052,229.6391753,0.375065226,0.582982673,0.800484911,0.04062069,-0.172137931,10.53993103,0.005724138,-0.012413793,-0.059448276,lightgreen
129,-200,-100,300,8000,-134.1649485,-53.57142857,242.1649485,0.677912913,0.282220856,0.747662312,0.047724138,-0.167586207,10.54137931,0.007034483,-0.010758621,0.017448276,lightgreen
130,-200,-200,300,8000,-148.9175258,-148.6391753,237.4329897,0.523153508,0.447880327,0.789386484,0.06137931,-0.139862069,10.55434483,0.009517241,-0.007862069,-0.04737931,lightgreen
131,-200,-300,300,8000,-152.257732,-254.1340206,240.7731959,0.461934903,0.552366453,0.815282742,0.090206897,-0.198551724,10.53248276,0.007793103,-0.009448276,-0.123448276,lightgreen
132,-300,-100,300,8000,-232.9793814,-58.82142857,231.3092784,0.741488115,0.227191197,0.769511098,0.07662069,-0.14862069,10.55027586,0.004206897,-0.010275862,-0.048068966,lightgreen
133,-300,-200,300,8000,-246.0618557,-162,234.0957447,0.731215881,0.367010914,0.850618682,0.065586207,-0.184827586,10.542,0.008068966,-0.009172414,-0.109517241,lightgreen
134,-300,-300,300,7232.46,-252.4639175,-255.8041237,235.2061856,0.563968383,0.527392536,0.775064403,0.057538462,-0.173769231,10.52976923,0.012076923,-0.003692308,-0.151538462,lightgreen
135,100,-100,-100,8000,-45.09278351,35.04255319,-42.47191011,0.449419428,0.651103592,0.426202129,0.080275862,-0.22937931,10.56862069,0.007655172,-0.0125,-0.045103448,lightgreen
136,100,-200,-100,8000,-47.46315789,136.9894737,-50.93814433,0.418673723,0.69575216,0.381100868,0.078,-0.260896552,10.57593103,0.006827586,-0.011586207,0.018482759,lightgreen
137,100,-300,-100,8000,-50.93814433,247.4536082,-50.96629213,0.39673405,0.714249388,0.37517509,0.072413793,-0.266827586,10.55613793,0.00537931,-0.013103448,0.083448276,lightgreen
138,200,-100,-100,8000,-128.8762887,41.25842697,-67.64835165,0.749655468,0.557877701,0.132261227,0.066642857,-0.238428571,10.56278571,0.008357143,-0.011,-0.107142857,lightgreen
139,200,-200,-100,8000,-144.185567,147.2474227,-67.08247423,0.67955121,0.616532931,0.166092465,0.072727273,-0.226293706,10.55559441,0.004615385,-0.009370629,-0.042867133,lightgreen
140,200,-300,-100,8000,-148.0824742,251.628866,-66.24742268,0.611155351,0.65888521,0.167894008,0.142551724,-0.278758621,10.56393103,0.003103448,-0.012758621,0.021793103,lightgreen
141,300,-100,-100,8000,-248.2886598,41.75257732,-75.15463918,0.777522826,0.536803274,0.107422317,0.108482759,-0.287172414,10.56882759,0.009103448,-0.008068966,-0.175448276,lightgreen
142,300,-200,-100,8000,145.0206186,-242.443299,59304.74227,0.763362826,0.555428065,0.106703974,0.063310345,-0.254896552,10.56110345,0.009034483,-0.009931034,-0.105241379,lightgreen
143,300,-300,-100,8000,-249.1237113,251.3505155,-69.03092784,0.712718662,0.625079956,0.115064015,0.082275862,-0.236482759,10.55958621,0.006965517,-0.009172414,-0.037862069,lightgreen
144,100,-100,-200,8000,-68.19587629,36.10843373,-135,0.135979155,0.556423396,0.758642776,0.123172414,-0.24937931,10.58565517,0.009655172,-0.009241379,-0.105586207,lightgreen
145,100,-200,-200,8000,-67.63917526,142.2371134,-145.5773196,0.16379627,0.625972866,0.682485259,0.135655172,-0.241103448,10.56282759,0.007517241,-0.010344828,-0.044413793,lightgreen
146,100,-300,-200,8000,-66.24742268,250.2371134,-143.628866,0.182165922,0.68401593,0.652889612,0.122965517,-0.257655172,10.55558621,0.005310345,-0.011724138,0.025724138,lightgreen
147,200,-100,-200,8000,-153.9278351,41.4742268,-153.371134,0.456563224,0.563082104,0.4483989,0.01262069,-0.259655172,10.552,0.010413793,-0.007931034,-0.171241379,lightgreen
148,200,-200,-200,8000,-156.7113402,143.628866,-152.5360825,0.422757821,0.65391009,0.460390264,0.012344828,-0.275517241,10.57041379,0.009241379,-0.008137931,-0.105103448,lightgreen
149,200,-300,-200,8000,-158.9381443,247.4536082,-151.3186813,0.404743375,0.660671159,0.425564353,0.050827586,-0.272482759,10.556,0.005655172,-0.009655172,-0.039448276,lightgreen
150,300,-100,-200,8000,-253.0206186,41.75257732,-174.2474227,0.723434274,0.51856104,0.18062032,0.03062069,-0.236137931,10.57289655,0.010344828,-0.007586207,-0.235724138,lightgreen
151,300,-200,-200,8000,-248.2886598,139.1752577,-170.9072165,0.676617135,0.629289607,0.191591649,0.091944444,-0.267986111,10.55152778,0.012638889,-0.014791667,-0.162013889,lightgreen
152,300,-300,-200,8000,-253.8556701,253.0206186,-169.2371134,0.651486299,0.652251632,0.24416361,0.154275862,-0.207586207,10.55717241,0.010413793,-0.016344828,-0.095724138,lightgreen
153,100,-100,-300,8000,-73.7628866,41.19587629,-239.6597938,0.113513426,0.508355726,0.815920483,0.137517241,-0.269241379,10.55937931,0.007931034,-0.010896552,-0.166827586,lightgreen
154,100,-200,-300,8000,-70.40506329,146.4123711,-245.7835052,0.119094007,0.604541577,0.771782274,0.187103448,-0.263724138,10.55758621,0.00737931,-0.010896552,-0.104551724,lightgreen
155,100,-300,-300,8000,-70.3125,251.3505155,-248.2886598,0.127665213,0.665391214,0.712718587,0.16662069,-0.208758621,10.54882759,0.009655172,-0.016551724,-0.034896552,lightgreen
156,200,-100,-300,8000,-173.6907216,40.63917526,-245.5051546,0.188161593,0.546370776,0.758260209,0.070896552,-0.256551724,10.53993103,0.010137931,-0.008482759,-0.233448276,lightgreen
157,200,-200,-300,8000,-172.5773196,143.3505155,-250.7938144,0.190202662,0.63184094,0.682230119,0.113931034,-0.25737931,10.54862069,0.009241379,-0.005448276,-0.16462069,lightgreen
158,200,-300,-300,8000,-172.8556701,250.7938144,-251.0721649,0.236381998,0.683505672,0.651486393,0.128275862,-0.26062069,10.5602069,0.007724138,-0.008965517,-0.100344828,lightgreen
159,300,-100,-300,8000,-259.9793814,38.96907216,-262.2061856,0.469830269,0.576731841,0.487689736,0.091172414,-0.227517241,10.54151724,0.010344828,-0.007103448,-0.303241379,lightgreen
160,300,-200,-300,8000,-264.1546392,146.6907216,-261.6494845,0.419321273,0.61117509,0.482459428,0.074758621,-0.232137931,10.54986207,0.010551724,-0.007103448,-0.227034483,lightgreen
161,300,-300,-300,8000,-262.2061856,247.4536082,-254.4123711,0.406094645,0.628815811,0.434234119,0.085172414,-0.221931034,10.55641379,0.009034483,-0.007862069,-0.154551724,lightgreen
162,-100,100,-100,8000,26.44329897,-44.53608247,-40.08247423,0.823319512,0.48819995,0.524811866,0.042275862,-0.223931034,10.59227586,0.007724138,-0.009448276,-0.047172414,lightgreen
163,-100,200,-100,8000,36.74226804,-140.8453608,-57.06185567,0.702258169,0.664370622,0.29991044,0.033333333,-0.218055556,10.57451389,0.007986111,-0.00875,-0.113819444,lightgreen
164,-100,300,-100,8000,33.95876289,-239.6597938,-55.6875,0.592500878,0.649572837,0.270877902,-0.011586207,-0.235586207,10.58068966,0.010482759,-0.006758621,-0.175862069,lightgreen
165,-200,100,-100,8000,135.8350515,-42.47191011,-41.53846154,0.799081592,0.461538348,0.516009716,0.076689655,-0.252344828,10.58544828,0.005034483,-0.010689655,0.015448276,lightgreen
166,-200,200,-100,8000,135.556701,-143.9072165,-52.60824742,0.768337851,0.614874562,0.357435686,0.041241379,-0.228068966,10.58682759,0.007103448,-0.009655172,-0.046482759,lightgreen
167,-200,300,-100,8000,145.5773196,-251.628866,-56.50515464,0.690521955,0.64714902,0.332312563,0.068689655,-0.235931034,10.58296552,0.008413793,-0.008896552,-0.11462069,lightgreen
168,-300,100,-100,8000,241.6082474,-46.7628866,-42.30927835,0.803801532,0.404919736,0.488824877,0.075862069,-0.248827586,10.58848276,0.003724138,-0.011931034,0.079310345,lightgreen
169,-300,200,-100,8000,241.3298969,-147.2474227,-45.64948454,0.822681478,0.562189149,0.445592468,0.09192,-0.23104,10.57672,0.00568,-0.01056,0.01064,lightgreen
170,-300,300,-100,8000,246.8969072,-257.7525773,-48.15463918,0.762214766,0.615512323,0.373389239,0.055034483,-0.237724138,10.58137931,0.006068966,-0.009448276,-0.050413793,lightgreen
171,-100,100,-200,8000,36.10465116,-67.63917526,-131.1030928,0.678275522,0.180646653,0.8095421,0.051034483,-0.236896552,10.58503448,0.007793103,-0.009655172,-0.103172414,lightgreen
172,-100,200,-200,8000,33.95876289,-150.8659794,-149.4742268,0.699196587,0.482076726,0.533869189,0.05337931,-0.204689655,10.58448276,0.011172414,-0.008551724,-0.176206897,lightgreen
173,-100,300,-200,8000,38.13402062,-251.628866,-162.2783505,0.644852841,0.646511204,0.37109307,0.073263889,-0.236527778,10.56972222,0.010416667,-0.007152778,-0.238472222,lightgreen
174,-200,100,-200,8000,137.7835052,-65.41237113,-136.1134021,0.777905488,0.224263096,0.770761667,0.03137931,-0.257172414,10.58882759,0.009241379,-0.009862069,-0.042965517,lightgreen
175,-200,200,-200,8000,139.4536082,-153.0927835,-150.0309278,0.76833802,0.486031348,0.524301582,0.071655172,-0.239103448,10.56862069,0.006482759,-0.008551724,-0.108758621,lightgreen
176,-200,300,-200,8000,136.3917526,-253.5773196,-155.0412371,0.754943339,0.612195558,0.404260558,0.070206897,-0.227793103,10.57158621,0.00862069,-0.006965517,-0.172758621,lightgreen
177,-300,100,-200,8000,240.2164948,-64.29896907,-136.3917526,0.779436249,0.232044718,0.721265687,0.056482759,-0.284068966,10.55441379,0.003448276,-0.012,0.021655172,lightgreen
178,-300,200,-200,8000,244.3917526,-155.0412371,-150.3092784,0.789386483,0.457838966,0.506697328,0.064344828,-0.250275862,10.56662069,0.005172414,-0.010413793,-0.044896552,lightgreen
179,-300,300,-200,8000,244.6701031,-257.1958763,-156.9896907,0.790662189,0.591274502,0.418037866,0.100206897,-0.202896552,10.56958621,0.009793103,-0.010344828,-0.113034483,lightgreen
180,-100,100,-300,8000,36.18556701,-69.03092784,-236.5979381,0.688608478,0.140371415,0.844878154,0.069241379,-0.215103448,10.56737931,0.010137931,-0.007517241,-0.167724138,lightgreen
181,-100,200,-300,8000,37.29896907,-171.742268,-241.3298969,0.692690642,0.252072736,0.774588736,0.078482759,-0.171448276,10.56875862,0.01137931,-0.007793103,-0.232827586,lightgreen
182,-100,300,-300,8000,36.74226804,-261.6494845,-263.0412371,0.695369502,0.498405363,0.51358591,0.071310345,-0.180827586,10.55331034,0.012965517,-0.008206897,-0.306965517,lightgreen
183,-200,100,-300,8000,143.0721649,-67.91752577,-242.1649485,0.686822542,0.1566525,0.799081667,0.065103448,-0.204137931,10.56875862,0.008551724,-0.009931034,-0.104206897,lightgreen
184,-200,200,-300,8000,140.0103093,-168.6804124,-248.0103093,0.762342328,0.255389494,0.748437488,0.064166667,-0.206319444,10.57395833,0.011597222,-0.008819444,-0.162013889,lightgreen
185,-200,300,-300,8000,138.6185567,-260.5360825,-259.1443299,0.754943473,0.506059433,0.51562699,0.080277778,-0.212916667,10.57347222,0.010972222,-0.008055556,-0.235277778,lightgreen
186,-300,100,-300,8000,244.6701031,-65.2247191,-244.1134021,0.737692431,0.216584627,0.744227757,0.083172414,-0.188413793,10.57413793,0.004689655,-0.010551724,-0.033655172,lightgreen
187,-300,200,-300,8000,245.2268041,-168.4020619,-249.4020619,0.794999562,0.287536451,0.719990005,0.086827586,-0.203034483,10.57131034,0.008551724,-0.009793103,-0.091517241,lightgreen
188,-300,300,-300,8000,241.8865979,-262.4845361,-256.6391753,0.781477323,0.486158925,0.516647577,0.11662069,-0.208896552,10.55958621,0.009034483,-0.008689655,-0.165931034,lightgreen
189,-100,-100,-100,8000,-51.77319588,-53.07954545,-51.07228916,0.368669204,0.356805428,0.34366596,0.096853147,-0.278811189,10.57475524,0.006956522,-0.008321678,-0.111748252,lightgreen
190,-100,-200,-100,8000,-64.86585366,-141.9587629,-67.8,0.192234257,0.684015981,0.102719428,0.098661972,-0.262957746,10.55859155,0.010211268,-0.008661972,-0.17915493,lightgreen
191,-100,-300,-100,8000,-69.30927835,-249.6804124,-75.15463918,0.1306288,0.711953294,0.105945257,0.057172414,-0.271793103,10.56075862,0.010137931,-0.006275862,-0.248344828,lightgreen
192,-200,-100,-100,8000,-131.1030928,-68.4742268,-68.4742268,0.847301946,0.121176534,0.080464612,0.070482759,-0.334137931,10.56,0.008275862,-0.004758621,-0.180482759,lightgreen
193,-200,-200,-100,8000,-150.3092784,-148.6391753,-91.02061856,0.554024881,0.565505891,0.106468744,0.079791667,-0.204027778,10.59416667,0.013263889,-0.005763889,-0.247777778,lightgreen
194,-200,-300,-100,8000,-157.8247423,-247.1752577,-91.8556701,0.350171956,0.69052191,0.113497242,0.12337931,-0.228965517,10.60441379,0.014344828,-0.001931034,-0.317862069,lightgreen
195,-300,-100,-100,8000,-238.5463918,-72.92783505,-77.84042553,0.839392726,0.116202852,0.07980575,0.108896552,-0.207862069,10.60593103,0.012827586,-0.005793103,-0.248827586,lightgreen
196,-300,-200,-100,8000,-244.6701031,-167.0103093,-93.80412371,0.802270851,0.310243391,0.15588709,0.097517241,-0.209586207,10.59655172,0.014965517,-0.004551724,-0.316758621,lightgreen
197,-300,-300,-100,8000,-257.7525773,-256.0824742,-91.29896907,0.567291816,0.533996742,0.129932132,0.096206897,-0.215724138,10.59944828,0.015862069,-0.003931034,-0.386206897,lightgreen
198,-100,-100,-200,8000,-69.58762887,-65.71084337,-129.9896907,0.101669579,0.142743734,0.806480598,0.079172414,-0.148068966,10.59882759,0.011517241,-0.007103448,-0.174758621,lightgreen
199,-100,-200,-200,8000,-81.58064516,-144.185567,-140.5670103,0.103502114,0.469902606,0.518083766,0.041241379,-0.186689655,10.58993103,0.013448276,-0.005724138,-0.236137931,lightgreen
200,-100,-300,-200,8000,-86.28865979,-249.9587629,-160.6082474,0.120953024,0.685801995,0.363056324,0.135586207,-0.232896552,10.60503448,0.013103448,-0.004896552,-0.315586207,lightgreen
201,-200,-100,-200,8000,-151.4226804,-74.59793814,-153.371134,0.506569701,0.139022331,0.472636731,0.078689655,-0.16862069,10.5842069,0.011655172,-0.006827586,-0.243034483,lightgreen
202,-200,-200,-200,8000,-165.6185567,-161.7216495,-165.9375,0.352595706,0.360760055,0.309733085,0.123241379,-0.200275862,10.59558621,0.012551724,-0.005517241,-0.310827586,lightgreen
203,-200,-300,-200,8000,-169.5154639,-251.0721649,-171.185567,0.230769052,0.580176194,0.174048016,0.119862069,-0.212344828,10.58731034,0.01337931,-0.004965517,-0.376137931,lightgreen
204,-300,-100,-200,8000,-247.1752577,-76.82474227,-175.9175258,0.747034214,0.093385721,0.185112343,0.070896552,-0.125724138,10.59186207,0.014413793,-0.007517241,-0.304689655,lightgreen
205,-300,-200,-200,8000,-220.1538462,-166.32,-155.6666667,0.633547265,0.230960376,0.196192528,0.037241379,-0.172275862,10.59634483,0.014344828,-0.006206897,-0.355931034,lightgreen
206,-300,-300,-200,8000,-259.1443299,-262.4845361,-179.814433,0.505931871,0.475060547,0.10312757,0.137172414,-0.227586207,10.58206897,0.016,-0.004344828,-0.447103448,lightgreen
207,-100,-100,-300,8000,-81.55670103,-77.65979381,-236.5979381,0.082209836,0.087740329,0.880979781,0.07020979,-0.211468531,10.58412587,0.011118881,-0.006923077,-0.244195804,lightgreen
208,-100,-200,-300,8000,-81.62068966,-158.90625,-234.371134,0.101162879,0.281400304,0.725092723,0.104689655,-0.260689655,10.57834483,0.01462069,-0.006137931,-0.308827586,lightgreen
209,-100,-300,-300,8000,-84.85714286,-264.7113402,-254.9690722,0.11518929,0.486796741,0.578262662,0.159517241,-0.231586207,10.57075862,0.014689655,-0.005034483,-0.375241379,lightgreen
210,-200,-100,-300,8000,-172.8556701,-72.40909091,-248.8453608,0.213037174,0.09579365,0.704426776,0.153402778,-0.234305556,10.57451389,0.012430556,-0.005555556,-0.312013889,lightgreen
